ID,dialect,valency_pattern,encoding,verb_meaning,verb_evenki,corpus,coord_etc,verb_comment,arg_comment1,other_comments,place,collection,dialectal_group,text,speakers,genre,place_corp,region,dialect_corp,subdialect_corp,collector,source,title,year,year_from,year_to,speaker,gender,latin,cyrillic,translation_rus,translation_eng,translation_de,comment_corpus,transcribed_by
ex_0036,Ilimpi,be_afraid_ABL,ABL,be_afraid,ŋə̄lə(t),IL,,,,,Chirinda,Chirinda_K,Northern,Комое (и Сарсикан) (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/komoe-v-h-eldogir-0],[title: Комое (и Сарсикан)],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tarittā tar ətərəØ komojəduk {{ŋōlətčəmi}}.,Тарит-та̄ тар этэрэ Комоедук ӈо̄лэтчэми.,Поэтому перестали бояться Комое.,ND,ND,—,[transcribed_by: ...]
ex_0037,Ilimpi,be_afraid_ABL,ABL,be_afraid,ŋə̄lə(t),IL,,,,,Chirinda,Chirinda_K,Northern,Гагара (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/gagara-v-h-eldogir],[title: Гагара],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tarit huwulitɨn minduk {{ŋōliśiwkīl}}.,Тарит hувулитын миндук ӈо̄лисивкӣл».,Поэтому все меня боятся».,ND,ND,—,[transcribed_by: ...]
ex_0038,Ilimpi,be_afraid_ABL,ABL,be_afraid,ŋə̄lə(t),IL,"two arg, coord",,,,Chirinda,Chirinda_K,Northern,Где я найду друга? (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/node/4889440],[title: Где я найду друга?],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ərdə̄ dundəlī girkuďarīlduk bultālduk huwuldukin {{ŋəliśiŋnəØm}}.,"Эр-дэ̄ дундэлӣ гиркудярӣлдук, булта̄лдук — hувулдукин ӈэлисиӈнэм.","Ходящих по этой земле, зверей — всех боюсь.",ND,ND,—,[transcribed_by: ...]
ex_0039,Ilimpi,be_afraid_ABL,ABL,be_afraid,ŋə̄lə(t),IL,"two arg, coord",,,,Chirinda,Chirinda_K,Northern,Где я найду друга? (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/node/4889440],[title: Где я найду друга?],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ərdə̄ dundəlī girkuďarīlduk bultālduk huwuldukin {{ŋəliśiŋnəØm}}.,"Эр-дэ̄ дундэлӣ гиркудярӣлдук, булта̄лдук — hувулдукин ӈэлисиӈнэм.","Ходящих по этой земле, зверей — всех боюсь.",ND,ND,—,[transcribed_by: ...]
ex_0040,Ilimpi,be_afraid_ABL,ABL,be_afraid,ŋə̄lə(t),IL,"two arg, coord",,,,Chirinda,Chirinda_K,Northern,Где я найду друга? (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/node/4889440],[title: Где я найду друга?],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ərdə̄ dundəlī girkuďarīlduk bultālduk huwuldukin {{ŋəliśiŋnəØm}}.,"Эр-дэ̄ дундэлӣ гиркудярӣлдук, булта̄лдук — hувулдукин ӈэлисиӈнэм.","Ходящих по этой земле, зверей — всех боюсь.",ND,ND,—,[transcribed_by: ...]
ex_0041,Ilimpi,be_afraid_ABL,ABL,be_afraid,ŋə̄lə(t),IL,,,,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],əlduktə əfkī {{ŋoləttə}}.,Элдук-тэ эфкӣ ңолэттэ.,Ничего не боялась.,ND,ND,—,[transcribed_by: ...]
ex_0042,Ilimpi,be_afraid_ABL,ABL,be_afraid,ŋə̄lə(t),IL,,,,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],guluwunduk {{ŋəliśiwkī}} biśo tar homoty.,Гулувундук ңэлисивкӣ бисё тар hомоты.,Костра боялся медведь.,ND,ND,—,[transcribed_by: ...]
ex_0043,Ilimpi,be_afraid_ABL,ABL,be_afraid,ŋə̄lə(t),IL,,,,,Chirinda,Chirinda_K,Northern,Комое (и Сарсикан) (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/komoe-v-h-eldogir-0],[title: Комое (и Сарсикан)],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],{{ŋōlətnəl}} komojəduk əfkīl təwlōrə biśol tar ahatkār.,"Ӈо̄лэтнэл Комоедук, эвкӣл тэвло̄рэ бисёл тар аhатка̄р.","Эти девушки не ходили по ягоды, боясь Комое.",ND,ND,—,[transcribed_by: ...]
ex_0044,Ilimpi,be_afraid_ABL,ABL,be_afraid,ŋə̄lə(t),IL,,,,,Chirinda,Chirinda_K,Northern,Где я найду друга? (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/node/4889440],[title: Где я найду друга?],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],dəgiduktə̄ {{ŋəliśiŋnəØm}}.,Дэгидук-тэ̄ ӈэлисиӈнэм.,Птиц боюсь.,ND,ND,—,[transcribed_by: ...]
ex_0045,Ilimpi,be_afraid_ABL,ABL,be_afraid,ŋə̄lə(t),IL,,,,,Chirinda,Chirinda_K,Northern,Комое (и Сарсикан) (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/komoe-v-h-eldogir-0],[title: Комое (и Сарсикан)],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ətōptō əduk komojəduk {{ŋōləttə}}.,Это̄п-то̄ эдук Комоедук ӈо̄лэттэ.,Больше мы с вами не будем бояться Комое.,ND,ND,—,[transcribed_by: ...]
ex_0046,Ilimpi,be_afraid_ACC,NOM,be_afraid,ŋə̄lə(t),IL,,,,???,Chirinda,Chirinda_K,Northern,Кингит (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/kingit-v-h-eldogir],[title: Кингит],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tar {{ŋəlitnə}} bəjə bildən tar kiŋgittū.,"Тар ӈэлитнэ бэе, билдэн тар Киӈгиттӯ.","Человек стал жить у того Кингита, боясь его.",ND,ND,—,[transcribed_by: ...]
ex_0047,Ilimpi,come_DAT,DAT,come,əmə,IL,,,deict,,Chirinda,Chirinda_K,Northern,Рассказ о жизни (Хутокогир Григорий Николаевич) [2007],[author: Хутокогир Григорий Николаевич],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-o-zhizni-g-n-hutokogir],[title: Рассказ о жизни],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],taduk {{əməŋnərəw}} ədū ďu ďugarakin.,Тадук эмэңнэрэв эдӯ дю= дюгаракин .,Потом приезжаем сюда летом.,ND,ND,—,[transcribed_by: ...]
ex_0048,Ilimpi,come_LAT,LAT,come,əmə,IL,,,,,Chirinda,Chirinda_K,Northern,Раньше был род Хукочаров (Хукочар Николай Герасимович) [2007],[author: Хукочар Николай Герасимович],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/ranshe-byl-rod-hukocharov-n-g-hukochar],[title: Раньше был род Хукочаров],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],munŋi əntil aminmun əntil əntilbə amim {{əməs'ɔ}} s'irindatki.,"Мунӈи энтыл, аминмун энтыл, энтылбэ, амим эмэсё Чириндатки.","Мои родители, отец мой приехал в Чиринду.",ND,ND,—,[transcribed_by: ...]
ex_0049,Ilimpi,come_LAT,LAT,come,əmə,IL,,,,,Chirinda,Chirinda_K,Northern,Охотничий рассказ (Хутокогир Дмитрий Николаевич) [2007],[author: Хутокогир Дмитрий Николаевич],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/ohotnichiy-rasskaz-d-n-hutokogir],[title: Охотничий рассказ],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],kislokantiki {{əməŋkīw}}.,Кислокантики эмэңкӣв.,В Кислокан презжал.,ND,ND,—,[transcribed_by: ...]
ex_0050,Ilimpi,come_LOC,LOC,come,əmə,IL,,caus,,,Chirinda,Chirinda_K,Northern,Кингит (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/kingit-v-h-eldogir],[title: Кингит],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tardā tar ďu ďulān {{əməwrəØ}} tariŋilin.,Тар дюла̄н эмэврэ тариӈилин.,В чум привезли эти его [дети Кингита].,ND,ND,—,[transcribed_by: ...]
ex_0051,Ilimpi,come_LOC,LOC,come,əmə,IL,,,,,Chirinda,Chirinda_K,Northern,Мирэгды (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/miregdy-v-h-eldogir],[title: Мирэгды],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],dundələ̄ əpkī {{əmərə}} bolšə.,Дундэлэ̄ эпкӣ эмэрэ больше.,На Землю больше не возвращался.,ND,ND,—,[transcribed_by: ...]
ex_0052,Ilimpi,come_LOC,LOC,come,əmə,IL,,,deict,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],talā virtolot {{əməďəŋon}}.,Тала̄ вертолет эмэдеңон.,Туда вертолет прилетит.,ND,ND,—,[transcribed_by: ...]
ex_0053,Ilimpi,come_LOC,LOC,come,əmə,IL,,,,,Chirinda,Chirinda_K,Northern,Людоеды (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/lyudoedy-v-h-eldogir],[title: Людоеды],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],dolboltono {{əməśəl}} targaśir bəjətɨl bəjəl tar ďukčakāndulātɨn bira ďapkadūn biďərīlɵ.,"Долболтоно эмэсел таргасир бэетыл-бэел тар дюкчака̄ндула̄тын, бира дяпкадӯн бидерӣлэ.",Вечером в чумик на берегу реки пришли эти люди-людоеды.,ND,ND,—,[transcribed_by: ...]
ex_0054,Ilimpi,come_LOC,LOC,come,əmə,IL,modif,,deict,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],əlā śirindalā {{əmərəw}}.,Эла̄ Сириндала̄ эмэрэв.,Сюда в Чиринду приехали.,ND,ND,—,[transcribed_by: ...]
ex_0055,Ilimpi,come_LOC,LOC,come,əmə,IL,modif,,,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],əlā śirindalā {{əmərəw}}.,Эла̄ Сириндала̄ эмэрэв.,Сюда в Чиринду приехали.,ND,ND,—,[transcribed_by: ...]
ex_0056,Ilimpi,come_LOC,LOC,come,əmə,IL,,,,,Chirinda,Chirinda_K,Northern,Большая работа (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/bolshaya-rabota-v-h-eldogir],[title: Большая работа],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ďuga ďuldulawər {{əməhinipkīl}} biralduli əjōnďənəl tə̄mulwə ōďanal tāduk hawan girkūnal {{əməďənəl}}.,Дюга дюлдулавэр эмэхинипкӣл биралдули эё̄нденэл тэ̄мулвэ о̄дянал та̄дук хаван гиркӯнал эмэденэл.,"Летом, когда по домам уезжают, по рекам плывут, плоты делают, потом половину пешком идут.",ND,ND,—,[transcribed_by: ...]
